Size;Random Array Sorting Time;Reverse Array Sorting Time;Nearly Sorted Array Sorting Time
25000;2107;1376;1344
25100;2120;1385;1360
25200;2135;1404;1367
25300;2145;1403;1377
25400;2154;1413;1378
25500;2165;1420;1390
25600;2174;1429;1397
25700;2221;1442;1403
25800;2198;1454;1421
25900;2212;1460;1422
26000;2220;1466;1426
26100;2233;1482;1433
26200;2246;1484;1443
26300;2257;1500;1449
26400;2272;1503;1458
26500;2280;1517;1469
26600;2295;1520;1480
26700;2310;1526;1485
26800;2323;1534;1491
26900;2340;1585;1503
27000;2343;1557;1509
27100;2363;1568;1531
27200;2368;1576;1527
27300;2376;1586;1533
27400;2396;1592;1574
27500;2404;1606;1552
27600;2419;1607;1556
27700;2433;1618;1568
27800;2448;1627;1573
27900;2451;1638;1593
28000;2469;1644;1594
28100;2497;1659;1601
28200;2494;1664;1616
28300;2510;1681;1619
28400;2511;1686;1625
28500;2534;1697;1636
28600;2542;1705;1646
28700;2510;1702;1647
28800;2421;1702;1632
28900;2415;1708;1645
29000;2435;1714;1647
29100;2441;1729;1663
29200;2485;1735;1673
29300;2462;1750;1681
29400;2479;1757;1689
29500;2493;1763;1700
29600;2507;1771;1712
29700;2510;1779;1711
29800;2520;1793;1726
29900;2536;1799;1738
30000;2555;1810;1737
30100;2558;1821;1752
30200;2574;1828;1760
30300;2620;1846;1768
30400;2606;1851;1777
30500;2615;1917;1782
30600;2624;1877;1789
30700;2636;1885;1802
30800;2653;1892;1812
30900;2657;1903;1825
31000;2670;1909;1827
31100;2692;1923;1837
31200;2698;1936;1854
31300;2751;1943;1859
31400;2727;1951;1870
31500;2750;1970;1881
31600;2746;1976;1883
31700;2764;1983;1900
31800;2772;1996;1914
31900;2783;2010;1912
32000;2803;2023;1923
32100;2807;2027;1941
32200;2823;2048;1962
32300;2842;2044;1952
32400;2848;2064;1959
32500;2863;2066;1973
32600;2882;2079;1981
32700;2885;2095;1993
32800;2934;2109;2006
32900;2917;2115;2016
33000;2939;2141;2016
33100;2943;2149;2045
33200;2983;2150;2053
33300;2979;2159;2060
33400;2989;2176;2057
33500;2995;2186;2100
33600;3007;2198;2079
33700;3026;2200;2087
33800;3035;2221;2092
33900;3054;2228;2119
34000;3063;2243;2125
34100;3118;2243;2127
34200;3093;2264;2139
34300;3097;2269;2155
34400;3111;2279;2158
34500;3138;2296;2164
34600;3141;2309;2180
34700;3151;2317;2199
34800;3169;2324;2190
34900;3207;2342;2206
35000;3194;2360;2217
35100;3210;2365;2223
35200;3218;2372;2234
35300;3239;2385;2245
35400;3256;2395;2254
35500;3262;2426;2280
35600;3280;2415;2285
35700;3291;2429;2339
35800;3300;2440;2298
35900;3320;2448;2304
36000;3348;2471;2320
36100;3346;2474;2319
36200;3379;2487;2344
36300;3375;2506;2345
36400;3387;2507;2361
36500;3403;2526;2412
36600;3418;2546;2373
36700;3425;2559;2391
36800;3434;2565;2399
36900;3483;2573;2409
37000;3469;2588;2417
37100;3491;2595;2423
37200;3500;2604;2445
37300;3504;2645;2450
37400;3522;2627;2461
37500;3887;2651;2474
37600;3543;2656;2489
37700;3565;2669;2495
37800;3581;2684;2501
37900;3601;2695;2504
38000;3615;2701;2550
38100;3625;2724;2537
38200;3634;2737;2549
38300;3644;2783;2555
38400;3677;2759;2578
38500;3394;2431;2282
38600;3073;2107;1990
38700;2914;1920;1820
38800;2916;1931;1868
38900;2927;1928;1837
39000;2937;1934;1842
39100;2948;1943;1848
39200;2955;1959;1850
39300;2970;1971;1857
39400;2982;1966;1877
39500;2989;1962;1869
39600;2997;1968;1885
39700;3007;1982;1892
39800;3047;1984;1890
39900;3034;1998;1909
40000;3037;2002;1903
40100;3066;2016;1919
40200;3057;2018;1924
40300;3080;2032;1932
40400;3080;2031;1951
40500;3088;2053;1948
40600;3101;2054;1952
40700;3106;2072;1956
40800;3110;2070;1972
40900;3125;2075;1974
41000;3160;2086;1977
41100;3154;2098;1987
41200;3163;2091;2000
41300;3178;2104;2013
41400;3203;2100;2015
41500;3188;2103;2021
41600;3205;2163;2030
41700;3217;2128;2031
41800;3222;2131;2042
41900;3235;2148;2051
42000;3238;2138;2055
42100;3262;2155;2057
42200;3265;2167;2064
42300;3279;2169;2102
42400;3288;2180;2080
42500;3296;2182;2080
42600;3315;2194;2094
42700;3312;2207;2099
42800;3331;2208;2108
42900;3334;2220;2119
43000;3353;2223;2116
43100;3357;2235;2136
43200;3367;2239;2142
43300;3382;2290;2151
43400;3396;2258;2166
43500;3401;2264;2171
43600;3445;2274;2165
43700;3421;2289;2185
43800;3433;2294;2185
43900;3447;2299;2191
44000;3459;2297;2197
44100;3461;2312;2238
44200;3473;2322;2230
44300;3479;2333;2234
44400;3500;2340;2237
44500;3509;2348;2241
44600;3515;2359;2242
44700;3528;2355;2250
44800;3539;2361;2260
44900;3550;2373;2285
45000;3562;2375;2269
45100;3576;2387;2281
45200;3581;2412;2284
45300;3594;2411;2303
45400;3601;2411;2312
45500;3612;2421;2314
45600;3625;2431;2325
45700;3636;2478;2330
45800;3641;2459;2329
45900;3649;2466;2351
46000;3661;2465;2348
46100;3672;2473;2357
46200;3696;2489;2361
46300;3698;2497;2367
46400;3716;2511;2384
46500;3740;2525;2393
46600;3741;2529;2397
46700;3741;2538;2413
46800;3749;2541;2418
46900;3764;2552;2432
47000;3780;2551;2438
47100;3795;2563;2430
47200;3800;2603;2444
47300;3806;2583;2445
47400;3825;2588;2461
47500;3833;2589;2471
47600;3861;2597;2476
47700;3852;2615;2483
47800;3862;2620;2496
47900;3877;2630;2520
48000;3890;2635;2517
48100;3902;2636;2533
48200;3929;2654;2526
48300;3918;2728;2592
48400;3930;2682;2546
48500;3975;2704;2568
48600;3948;2697;2606
48700;3959;2714;2590
48800;3988;2721;2581
48900;4012;2727;2588
49000;3992;2732;2655
49100;4007;2744;2602
49200;4066;2748;2604
49300;4051;2751;2627
49400;4173;2777;2625
49500;4231;2800;2652
49600;4316;2823;2673
49700;4351;2842;2886
49800;4582;2847;2693
49900;4372;2859;2702
50000;4415;2866;2716
50100;4407;2878;2723
50200;4416;2894;2730
50300;4427;2900;2745
50400;4436;2915;2740
50500;4437;2922;2750
50600;4464;2929;2786
50700;4470;2937;2772
50800;4481;2944;2786
50900;4495;2948;2798
51000;4509;2978;2811
51100;4517;2977;2813
51200;4520;2982;2815
51300;4567;2991;2831
51400;4543;2998;2824
51500;4570;3015;2838
51600;4580;3020;2845
51700;4584;3038;2852
51800;4597;3038;2874
51900;4632;3050;2862
52000;4629;3055;2916
52100;4641;3061;2890
52200;4651;3081;2897
52300;4658;3088;2902
52400;4699;3090;2908
52500;4727;3100;2921
52600;4692;3110;2965
52700;4710;3122;2949
52800;4716;3131;2945
52900;4736;3147;2966
53000;4747;3142;2963
53100;4778;3163;2972
53200;4766;3162;2984
53300;4802;3170;2990
53400;4801;3178;3003
53500;4808;3184;2996
53600;4828;3199;3013
53700;4864;3206;3028
53800;4851;3216;3042
53900;4858;3226;3033
54000;4866;3236;3053
54100;4887;3247;3058
54200;4902;3253;3103
54300;4907;3267;3065
54400;4924;3280;3085
54500;4930;3300;3088
54600;4946;3302;3101
54700;4955;3311;3108
54800;4966;3359;3118
54900;4989;3317;3117
55000;4995;3336;3134
55100;5013;3344;3145
55200;5018;3354;3144
55300;5035;3368;3154
55400;5067;3371;3173
55500;5059;3375;3170
55600;5071;3392;3181
55700;5089;3402;3195
55800;5092;3413;3206
55900;5107;3420;3253
56000;5123;3434;3218
56100;5147;3444;3231
56200;5150;3449;3233
56300;5152;3462;3252
56400;5175;3476;3252
56500;5185;3490;3256
56600;5202;3478;3273
56700;5222;3500;3287
56800;5221;3505;3289
56900;5245;3520;3294
57000;5255;3564;3322
57100;5263;3542;3305
57200;5284;3546;3316
57300;5285;3555;3330
57400;5228;3559;3314
57500;5092;3539;3311
57600;5043;3523;3299
57700;5025;3544;3315
57800;5029;3556;3432
57900;5696;4022;3806
58000;5736;4047;3769
58100;5575;4033;3593
58200;5130;3598;3362
58300;5099;3600;3372
58400;5105;3601;3391
58500;5113;3613;3396
58600;5164;3626;3588
58700;5150;3657;3397
58800;5159;3645;3437
58900;5168;3651;3425
59000;5181;3705;3435
59100;5196;3692;3438
59200;5208;3685;3449
59300;5219;3690;3468
59400;5221;3699;3467
59500;5239;3716;3482
59600;5260;3725;3517
59700;5273;3745;3504
59800;5281;3750;3504
59900;5298;3764;3512
60000;5300;3759;3534
60100;5313;3768;3529
60200;5341;3788;3540
60300;5345;3791;3543
60400;5362;3799;3564
60500;5357;3823;3565
60600;5382;3833;3578
60700;5433;3831;3589
60800;5402;3849;3597
60900;5416;3861;3607
61000;5436;3868;3642
61100;5457;3874;3634
61200;5479;3899;3625
61300;5472;3898;3641
61400;5485;3914;3659
61500;5493;3996;3661
61600;5506;3937;3669
61700;5548;3939;3686
61800;5565;3953;3691
61900;5536;3984;3705
62000;5565;3966;3722
62100;5562;3987;3758
62200;5579;4003;3718
62300;5601;4001;3734
62400;5607;4012;3755
62500;5614;4030;3760
62600;5635;4032;3792
62700;5647;4051;3768
62800;5664;4062;3791
62900;5677;4061;3795
63000;5679;4075;3806
63100;5705;4107;3822
63200;5717;4195;3825
63300;5761;4114;3832
63400;5742;4121;3846
63500;5746;4150;3855
63600;5799;4139;3861
63700;5779;4146;3875
63800;5782;4164;3877
63900;5804;4178;3903
64000;5813;4197;3913
64100;5859;4210;3905
64200;5843;4201;3925
64300;5857;4218;3921
64400;5864;4220;3937
64500;5871;4245;3984
64600;5953;4240;3946
64700;5910;4253;3981
64800;5938;4268;3965
64900;5935;4284;3977
65000;5967;4312;3986
65100;5993;4318;4020
65200;5972;4315;4025
65300;5987;4333;4019
65400;5992;4333;4027
65500;6010;4349;4045
65600;6153;4379;4052
65700;6052;4387;4079
65800;6088;4386;4076
65900;6127;4418;4087
66000;6116;4405;4090
66100;6425;4463;4106
66200;6122;4433;4107
66300;6128;4473;4110
66400;6143;4456;4140
66500;6147;4465;4140
